id,caption,media_type,media_url,permalink,thumbnail_url,timestamp
18011680928647941,"Nosso pianista e compositor @gabrielfabiano_

Formado em Licenciatura em Música na UFSCar, dançarino e artista circense, Gabriel traz sua experiência com várias formas de arte e estilos musicais para compor as belíssimas linhas de piano de Tangência.

#MARFIMDuo #Videoclipe #EquipeTécnica #Tangência #Composição #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",VIDEO,https://instagram.fcgh65-1.fna.fbcdn.net/o1/v/t16/f1/m86/4E414008D84079C4C46707B23657479E_video_dashinit.mp4?efg=eyJ4cHZfYXNzZXRfaWQiOjE1OTIxMzg0NzQ3MTY5NjgsInZlbmNvZGVfdGFnIjoieHB2X3Byb2dyZXNzaXZlLklOU1RBR1JBTS5DTElQUy5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIn0&_nc_ht=instagram.fcgh65-1.fna.fbcdn.net&_nc_cat=109&vs=804dd54335f33d94&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80RTQxNDAwOEQ4NDA3OUM0QzQ2NzA3QjIzNjU3NDc5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNVXQxeHVGczRzOW9uY0RBR1d0U1E2N1lYTV9icV9FQUFBRhUCAsgBACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJtD8v4PUgtQFFQIoAkMzLBdAS2ZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gcA&ccb=9-4&oh=00_AYBpf6YcW4KJ3j_MbNo2JmuR4vRlbbp_CRnZrggA4r39sw&oe=673C84FD&_nc_sid=1d576d,https://www.instagram.com/reel/DCZ-waTJzGS/,https://scontent.cdninstagram.com/v/t51.75761-15/466950358_17877272940192241_3062250560997176811_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=MfRTd_xCnS4Q7kNvgFV7RSu&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYBhYolT9OkqoQXZeVg-GuLLGwOA_yzcmvzuD_EPBfhnnQ&oe=6740855D,2024-11-15T20:47:50+0000
18046738424297333,"Nossa diretora de fotografia e colorista @majumalavaes.jpg.

Graduada em Música pela Universidade Federal de São Carlos (UFSCar) e com formação em cursos independentes de design gráfico, fotografia e audiovisual, Maju traz sua experiência híbrida para nos ajudar a compor a estética do videoclipe.

#MARFIMDuo #Videoclipe #EquipeTécnica #Tangência #Composição #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",VIDEO,https://instagram.fcgh65-1.fna.fbcdn.net/o1/v/t16/f1/m86/4244B0EFA8856F110A7E9C625E588B8C_video_dashinit.mp4?efg=eyJ4cHZfYXNzZXRfaWQiOjg5NDQ1NDc3MTIyMzM0NTYsInZlbmNvZGVfdGFnIjoieHB2X3Byb2dyZXNzaXZlLklOU1RBR1JBTS5DTElQUy5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIn0&_nc_ht=instagram.fcgh65-1.fna.fbcdn.net&_nc_cat=106&vs=2a76cd929799d098&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80MjQ0QjBFRkE4ODU2RjExMEE3RTlDNjI1RTU4OEI4Q192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNNC0waHNlclVjeHNFMEtBTUEyOV90R1NnQjNicV9FQUFBRhUCAsgBACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJuC_g9GZweMfFQIoAkMzLBdARZmZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gcA&ccb=9-4&oh=00_AYAWXiXwU9Iv7qmjdXxNF-JLZ_yE-L3hvkwCUSONWZ8QNg&oe=673C9F98&_nc_sid=1d576d,https://www.instagram.com/reel/DCU4amDpvNt/,https://scontent.cdninstagram.com/v/t51.29350-15/466735093_482795101469844_1156078083537048466_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=8OJoLpoKB9MQ7kNvgHprB6L&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYBprODwJQulM8zbnSImronVhyEIlRWGscxmDqXLkBGCQg&oe=674084E5,2024-11-13T21:17:00+0000
18046714057890142,"Conheça nosso diretor @walk_oliv. 

Diretor e educador audiovisual graduado em Imagem e Som pela Universidade Federal de São Carlos (UFSCar) e Comunicação Social pela Universidade Central Paulista (UNICEP), Walklenguer traz toda sua experiência para nos ajudar a trazer os conceitos e sentimentos da música para o audiovisual.

#MARFIMDuo #Videoclipe #EquipeTécnica #Tangência #Composição #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",VIDEO,https://instagram.fcgh65-1.fna.fbcdn.net/o1/v/t16/f1/m86/9C493B5968E79FC06F7CA9633BF58DAE_video_dashinit.mp4?efg=eyJ4cHZfYXNzZXRfaWQiOjE4MDUwNTMwOTAyODk0NzksInZlbmNvZGVfdGFnIjoieHB2X3Byb2dyZXNzaXZlLklOU1RBR1JBTS5DTElQUy5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIn0&_nc_ht=instagram.fcgh65-1.fna.fbcdn.net&_nc_cat=105&vs=dcaa59bce300ce7&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC85QzQ5M0I1OTY4RTc5RkMwNkY3Q0E5NjMzQkY1OERBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dJSzB6aHVKa0xTdm1Td0RBS3gxeVZFZjR2UUNicV9FQUFBRhUCAsgBACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJo7d-sP167QGFQIoAkMzLBdARq7ZFocrAhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gcA&ccb=9-4&oh=00_AYAHvv5984q3V6zmZyth6KsXAH65Q7od4Pc49LzYIRARuA&oe=673CA951&_nc_sid=1d576d,https://www.instagram.com/reel/DCSUQu2JGrq/,https://scontent.cdninstagram.com/v/t51.29350-15/465510194_886461223613884_6802821815541584709_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=wYplmhLHSMIQ7kNvgHk0Raj&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYBSoGMHOiVlhDlYRYLRu5igVcoilQQHNBCtGsxREnqLNg&oe=67407DCB,2024-11-12T21:23:03+0000
17866279770182101,"Conheça nossa equipe do videoclipe Tangência!

Na direção, temos @walk_oliv, que traz sua experiência de anos com audiovisual para ajudar a traduzir os conceitos da música para imagem.

Com a direção de fotografia, @majumalavaes.jpg compõe os visuais que evocam a essência da nossa composição.

A cinegrafia e a montagem ficam por conta de @leoleoleomenezes, construindo a narrativa que a música quer contar.

E para completarmos o time e tornarmos esse videoclipe possível, contamos com o trabalho essencial de @victor.l.fernandes na produção executiva e na assistência de direção. 

Fiquem ligados para as datas de lançamento dessa experiência audiovisual de MARFIM!

#MARFIMDuo #Videoclipe #EquipeTécnica #Tangência #Composição #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/v/t51.29350-15/466388932_1468168497152777_4857773175773678040_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=4X_5DutG5JwQ7kNvgERs1iV&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYBcY3wGoeHHpZDOZHC19w-8fjUW9KVqyQn8awLhlCx-rg&oe=67409613,https://www.instagram.com/p/DCP3R-Nuoty/,,2024-11-11T22:29:09+0000
18463693249029737,"Com duas estéticas marcantes – a arquitetura brutalista e o palco etéreo – criamos uma experiência audiovisual impactante para o videoclipe de Tangência, explorando reflexões sobre o ato de fazer música no processo de luto e autoconhecimento.

Sob a direção de @walk_oliv , unimos estética e conceito em uma obra cheia de emoções e reflexões.

Fiquem ligados nas nossas redes sociais para mais informações sobre as datas de lançamento!

#MARFIMDuo #Tangência #Composição #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/v/t51.29350-15/464450692_582717257424557_8781178347628722703_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=-7GU8hqgVLcQ7kNvgFRoeQT&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYASFHxPsi9-hCPTdh-sXCXEtT_h-QGCZBTXjfiQG0YzMQ&oe=67406FDE,https://www.instagram.com/p/DBuP9j3hLCj/,,2024-10-29T21:10:38+0000
18019045073545867,"A ideia musical de Tangência nasceu durante um processo de luto de Marcelo Aquino durante a pandemia de 2020. Através da troca entre Marcelo e Gabriel, a composição foi tomando forma, refletindo sentimentos e musicalidades do duo. 

A partir da melodia do violoncelo, Gabriel trouxe harmonizações e interlúdios ao piano, criando uma identidade mais complexa para o tema. A música começa com uma atmosfera de luto e culmina em uma nova energia, ressignificando os processos de perda. 

Essa é a primeira composição de MARFIM, um verdadeiro ponto de convergência entre nós. Esperamos que vocês gostem!

#MARFIMDuo #Tangência #Composição #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/v/t51.29350-15/464260355_427460793708594_5908534195766581959_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=0-2Ay-s7RuoQ7kNvgE_vRi4&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYC-yPKvllYTL6Qxu0s6RjA3IwersYuqsdbg6e_ocZttAg&oe=67409D2A,https://www.instagram.com/p/DBmEAJgJ-3W/,,2024-10-26T16:52:12+0000
18283349980209184,"Temos o prazer de informar que nosso primeiro videoclipe foi gravado e será postado em breve!!!

Estamos super felizes que nossa primeira música autoral Tangência foi aprovada pela Secretaria de Cultura de São Carlos, através do edital da Lei de Incentivo 195/2022 - Lei Paulo Gustavo.

Esse projeto foi desenvolvido em parceria com a @aponteprodutora com uma equipe incrível que iremos dedicar um post para apresentar para vocês.

Sigam as nossas redes sociais e da @aponteprodutora para mais informações e acompanhar o lançamento do clipe!

#MARFIMDuo #VideoclipeTangência #CulturaSãoCarlos #MúsicaEArte #ProjetoCultural #MúsicaClássica #LeiPauloGustavoSP #tudoviracultsp",IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/464281385_1075673604141045_4250987847820590534_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=pQOgyItrRA0Q7kNvgFL01Zz&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYDhYJsneG675xOEp7egXopAJOMbhHNYOzautyosZO3jgg&oe=67409E88,https://www.instagram.com/p/DBesN4MBJIl/,,2024-10-23T20:09:41+0000
18021159920260129,"Nosso pianista Gabriel Fabiano conta um pouco sobre o processo de formação do MARFIM, desde os primeiros ensaios e apresentações até a construção do espetáculo Música para cello e piano: um recorte LGBTQIA+.

Com repertório baseado em sua pesquisa, o espetáculo foi aprovado pela Lei de Incentivo à Cultura - Lei Paulo Gustavo, tendo como contrapartida duas apresentações gratuitas para a comunidade de São Carlos.

Fiquem ligados na nossa página para acompanhar a agenda de shows!

#MARFIM #DuoMarfim #SãoCarlos #ShowMarfim #CulturaLGBTQIA #lgbtqia #MúsicaContempoânea #DiversidadeCultural #saocarlos #cultura #MúsicaClássica #TeatrodeBolso #musicaclassica #UFSCar #SãoCarlosCultura #SãoCarlos #sanca #MúsicaDeCâmara #LeiPauloGustavoSP #tudoviracultsp",VIDEO,https://instagram.fcgh65-1.fna.fbcdn.net/o1/v/t16/f1/m86/654A315AC1D5824EC2A2D1DD235DEE9F_video_dashinit.mp4?efg=eyJ4cHZfYXNzZXRfaWQiOjM5NDE5NDYzMDI5MTA0MSwidmVuY29kZV90YWciOiJ4cHZfcHJvZ3Jlc3NpdmUuSU5TVEFHUkFNLkNMSVBTLkMzLjcyMC5kYXNoX2Jhc2VsaW5lXzFfdjEifQ&_nc_ht=instagram.fcgh65-1.fna.fbcdn.net&_nc_cat=103&vs=c956deafaab4aa8b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82NTRBMzE1QUMxRDU4MjRFQzJBMkQxREQyMzVERUU5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dKOE5uaHNKQmJ2cTF0VUJBT1VDejhzdG4tcEJicV9FQUFBRhUCAsgBACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJsK5ye6SobMBFQIoAkMzLBdAUz6n752yLRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gcA&ccb=9-4&oh=00_AYBQ4uLnQQMtcy8i-tNtZ8bKMCTkKjCefisMLAJVMlmohw&oe=673CA497&_nc_sid=1d576d,https://www.instagram.com/reel/DBOtSSCuxWG/,https://scontent.cdninstagram.com/v/t51.29350-15/463104519_1271177917391794_629518099433544245_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=sr48wL5CK3wQ7kNvgG3vzfz&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYC2JmRFeIGa18XdSbAMLrU6_8vpIralS4U0T4bEiLtM5w&oe=67409E11,2024-10-17T15:12:00+0000
18061665160684975,"Nosso violoncelista Marcelo Aquino conta um pouco sobre a pesquisa que contextualiza o repertório do espetáculo Música para cello e piano: um recorte LGBTQIA+, do MARFIM.

Este projeto de espetáculo é financiado pela Lei de Incentivo à Cultura - Lei Paulo Gustavo.

Fiquem ligados na nossa página para acompanhar a agenda de shows!

#MARFIM #DuoMarfim #SãoCarlos #ShowMarfim #CulturaLGBTQIA #lgbtqia #MúsicaContempoânea #DiversidadeCultural #saocarlos #cultura #MúsicaClássica #TeatrodeBolso #musicaclassica #UFSCar #SãoCarlosCultura #SãoCarlos #sanca #MúsicaDeCâmara #LeiPauloGustavoSP #tudoviracultsp",VIDEO,https://instagram.fcgh65-1.fna.fbcdn.net/o1/v/t16/f1/m86/1F45C2EDDBB17BED44632DDE3DFD7980_video_dashinit.mp4?efg=eyJ4cHZfYXNzZXRfaWQiOjEyMTQ2MTIwMzk3NjIxNjAsInZlbmNvZGVfdGFnIjoieHB2X3Byb2dyZXNzaXZlLklOU1RBR1JBTS5DTElQUy5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIn0&_nc_ht=instagram.fcgh65-1.fna.fbcdn.net&_nc_cat=102&vs=282a0163fac449c1&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRjQ1QzJFRERCQjE3QkVENDQ2MzJEREUzREZENzk4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dHcjFuQnZJaTY0TkEyRUZBQlNnNk1EMm9rOHFicV9FQUFBRhUCAsgBACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJuCD3PLcq6gEFQIoAkMzLBdAUr52yLQ5WBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gcA&ccb=9-4&oh=00_AYBKFCvrevpC5uYZfOh64iq-vj-NWHwUPIFrNmgm30yTXQ&oe=673C8BF4&_nc_sid=1d576d,https://www.instagram.com/reel/DBKO4ukAhi7/,https://scontent.cdninstagram.com/v/t51.29350-15/463198198_8391886674222349_7874857053307495819_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=tRhXDO-iey0Q7kNvgEfelxu&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYAfESh_BnSI1DzbFFXl8OwLgjn2VCIl_EDNVD3l5ldajQ&oe=674090C9,2024-10-15T21:30:39+0000
18461217424029700,"Convidamos a todos e todas para mais uma apresentação do espetáculo Música para cello e piano: um recorte LGBTQIA+, do MARFIM! 

Acontecerá nesta sexta-feira, 18/10, no Teatro de Bolso da UFSCar, às 19:30, com entrada gratuita.

Após a apresentação, teremos uma roda de conversa para apresentar um pouco mais sobre a pesquisa que embasou este espetáculo, falando sobre os compositores e compositoras, suas vidas, suas lutas, e obras que compõem nosso repertório.

Esperamos vocês lá!
#MARFIM #DuoMarfim #SãoCarlos #ShowMarfim #CulturaLGBTQIA #lgbtqia #MúsicaContempoânea #DiversidadeCultural #saocarlos #cultura #MúsicaClássica #TeatrodeBolso #musicaclassica #UFSCar #SãoCarlosCultura #SãoCarlos #sanca #MúsicaDeCâmara #LeiPauloGustavoSP #tudoviracultsp",IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/463067987_1278075386554893_3456749902657969594_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=meXqK6FFtzEQ7kNvgHNRWI1&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=AeZi6JkbUUCEYDDc9_jQb89&oh=00_AYBAtPRlcvz3T-w_hGZo5pQSDQp-Hk5a9U8_BYnl9GC6Gw&oe=67407C37,https://www.instagram.com/p/DBFDNO5ht3k/,,2024-10-13T21:10:19+0000
